Fiscal Year,Slicer,COVID FILTER,Data Slicer,Location,Offenses,Select Sheet,Stage Filter,AGE ,AGE1,All,Basic Race Sex Ethnicity,Category1,Circuit1,County   ,COVIDMONTHS,Date,Ethnic Group,Gender1,Offense1,Region,Stage,Stages1,Arrests,Arrests per 1000,Arrests/Youth,Arrests/Youth ,Youth,Youth per 1000,Youth Population,Youthpop
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,7,Putnam,1,7/12/2019,Black,Female,Trespassing,North,Arrests,Intake,1,1,0,0,0,0,750,750
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,7,Putnam,1,7/3/2019,Black,Female,Prosecution Previously Deferred,North,Arrests,Intake,1,1,1,1,1,1,750,750
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Misdemeanor,7,Putnam,1,7/10/2019,Black,Female,Disorderly Conduct,North,Arrests,Intake,1,1,0,0,0,0,750,750
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,7,Putnam,1,11/8/2019,Black,Female,Assault/Battery,North,Arrests,Intake,1,1,1,1,1,1,750,750
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,7,Putnam,1,11/8/2019,Black,Female,Assault/Battery,North,Arrests,Intake,1,1,1,1,1,1,750,750
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,7,Putnam,1,11/8/2019,Black,Female,Assault/Battery,North,Arrests,Intake,1,1,1,1,1,1,750,750
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,7,Putnam,2,5/15/2020,Black,Female,Vandalism,North,Arrests,Intake,1,1,1,1,1,1,750,750
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,7,Putnam,2,6/27/2020,Black,Female,Assault/Battery,North,Arrests,Intake,1,1,1,1,1,1,750,750
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,7,Putnam,1,10/14/2019,Black,Female,Disorderly Conduct,North,Arrests,Intake,1,1,1,1,1,1,750,750
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Felony,7,Putnam,1,2/14/2020,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,1,0,0,0,0,750,750
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Felony,5,Citrus,2,4/25/2020,White,Female,Auto Theft,North,Arrests,Intake,1,0,0,0,0,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Felony,5,Citrus,1,2/16/2020,White,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,0,0,0,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Felony,5,Citrus,1,1/16/2020,White,Female,Auto Theft,North,Arrests,Intake,1,0,0,0,0,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Felony,5,Citrus,1,12/6/2019,White,Female,Auto Theft,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Felony,5,Citrus,1,7/23/2019,White,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,5,Citrus,1,1/24/2020,White,Female,Assault/Battery,North,Arrests,Intake,1,0,0,0,0,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Other,5,Citrus,1,2/4/2020,White,Female,Violation of Probation New-Law,North,Arrests,Intake,1,0,0,0,0,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Other,5,Citrus,1,12/5/2019,White,Female,Prosecution Previously Deferred,North,Arrests,Intake,1,0,0,0,0,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Other,5,Citrus,2,6/4/2020,White,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,0,0,0,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Other,5,Citrus,1,2/11/2020,White,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,0,0,0,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Other,5,Citrus,2,4/14/2020,White,Female,Violation of Probation New-Law,North,Arrests,Intake,1,0,0,0,0,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,White Female,Misdemeanor,5,Citrus,1,9/25/2019,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Misdemeanor,5,Citrus,2,4/17/2020,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,5,Citrus,2,5/18/2020,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,5,Citrus,1,9/20/2019,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,5,Citrus,1,10/9/2019,White,Female,Petit Larceny,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,5,Citrus,1,10/9/2019,White,Female,Petit Larceny,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,White Female,Other,5,Citrus,1,12/3/2019,White,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Other,5,Citrus,2,6/17/2020,White,Female,Violation of Probation New-Law,North,Arrests,Intake,1,0,0,0,0,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Felony,5,Citrus,2,5/19/2020,White,Female,Auto Theft,North,Arrests,Intake,1,0,0,0,0,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,White Female,Felony,5,Citrus,1,7/24/2019,White,Female,Burglary,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Other,5,Citrus,1,8/1/2019,White,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Felony,5,Citrus,1,2/13/2020,White,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Felony,5,Citrus,1,1/4/2020,White,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Felony,5,Citrus,1,1/13/2020,White,Female,Fraud Forgery Counterfeit,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Felony,5,Citrus,2,4/24/2020,White,Female,Burglary,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Felony,5,Citrus,1,2/1/2020,White,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,11,All,White Female,Misdemeanor,5,Citrus,1,1/16/2020,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Misdemeanor,5,Citrus,1,8/26/2019,White,Female,Misdemeanor Drug,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Other,5,Citrus,1,7/24/2019,White,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,0,0,0,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Felony,5,Citrus,1,2/15/2020,White,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,0,0,0,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Felony,5,Citrus,1,1/8/2020,White,Female,Felony Drug,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Other,5,Citrus,1,11/18/2019,White,Female,Prosecution Previously Deferred,North,Arrests,Intake,1,0,0,0,0,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Felony,5,Citrus,1,10/3/2019,White,Female,Felony Drug,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Felony,5,Citrus,1,8/25/2019,White,Female,Felony Drug,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Felony,5,Citrus,1,7/26/2019,White,Female,Burglary,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Misdemeanor,5,Citrus,1,11/19/2019,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,5,Citrus,2,6/16/2020,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Other,5,Citrus,2,6/2/2020,White,Female,Prosecution Previously Deferred,North,Arrests,Intake,1,0,0,0,0,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Other,5,Citrus,1,7/24/2019,White,Female,Violation of Probation New-Law,North,Arrests,Intake,1,0,0,0,0,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Felony,5,Citrus,1,10/18/2019,White,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,0,0,0,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,White Female,Felony,5,Citrus,1,11/21/2019,White,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Felony,5,Citrus,1,2/11/2020,White,Female,Grand Larceny(excl auto),North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Other,5,Citrus,1,3/31/2020,White,Female,Prosecution Previously Deferred,North,Arrests,Intake,1,0,0,0,0,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,White Female,Misdemeanor,5,Citrus,1,12/16/2019,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,White Female,Other,5,Citrus,1,8/15/2019,White,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Misdemeanor,5,Citrus,1,3/10/2020,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Felony,5,Citrus,1,9/19/2019,White,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Felony,5,Citrus,2,4/20/2020,White,Female,Other Robbery,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Felony,5,Citrus,1,7/31/2019,White,Female,Felony Drug,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Felony,5,Citrus,1,3/14/2020,White,Female,Grand Larceny(excl auto),North,Arrests,Intake,1,0,0,0,0,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,White Female,Misdemeanor,5,Citrus,1,12/10/2019,White,Female,Assault/Battery,North,Arrests,Intake,1,0,0,0,0,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Misdemeanor,5,Citrus,2,6/24/2020,White,Female,Misdemeanor Drug,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,White Female,Felony,5,Citrus,1,2/25/2020,White,Female,Felony Drug,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Felony,5,Citrus,1,2/4/2020,White,Female,Felony Drug,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Misdemeanor,5,Citrus,1,1/23/2020,White,Female,Misdemeanor Drug,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Misdemeanor,5,Citrus,1,8/5/2019,White,Female,Petit Larceny,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,5,Citrus,1,9/3/2019,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4140,4140
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Misdemeanor,12,Sarasota,1,12/9/2019,White,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,9881,9881
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Misdemeanor,12,Sarasota,1,11/1/2019,White,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,9881,9881
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Felony,12,Sarasota,1,8/16/2019,White,Female,Auto Theft,Central,Arrests,Intake,1,0,0,0,0,0,9881,9881
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Felony,12,Sarasota,1,11/3/2019,White,Female,Auto Theft,Central,Arrests,Intake,1,0,0,0,0,0,9881,9881
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Felony,12,Manatee,1,3/18/2020,White,Female,Burglary,Central,Arrests,Intake,1,0,0,0,0,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,White Female,Felony,12,Manatee,1,9/30/2019,White,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Felony,12,Manatee,1,7/23/2019,White,Female,Grand Larceny(excl auto),Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Felony,12,Manatee,1,1/29/2020,White,Female,Fraud Forgery Counterfeit,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Felony,12,Manatee,1,11/20/2019,White,Female,Fraud Forgery Counterfeit,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Felony,12,Manatee,1,3/24/2020,White,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Felony,12,Manatee,1,12/21/2019,White,Female,Burglary,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Felony,12,Manatee,2,4/17/2020,White,Female,Burglary,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Felony,12,Manatee,1,2/9/2020,White,Female,Burglary,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,White Female,Misdemeanor,12,Manatee,1,2/17/2020,White,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Misdemeanor,12,Manatee,2,5/23/2020,White,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,12,Manatee,2,6/1/2020,White,Female,Misd Obstruct Justice,Central,Arrests,Intake,1,0,0,0,0,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,12,Manatee,1,3/17/2020,White,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Misdemeanor,12,Manatee,1,9/23/2019,White,Female,Petit Larceny,Central,Arrests,Intake,1,0,0,0,0,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Misdemeanor,12,Manatee,1,9/5/2019,White,Female,Petit Larceny,Central,Arrests,Intake,1,0,0,0,0,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,12,Manatee,1,12/27/2019,White,Female,Petit Larceny,Central,Arrests,Intake,1,0,0,0,0,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,12,Manatee,1,12/18/2019,White,Female,Misdemeanor Drug,Central,Arrests,Intake,1,0,0,0,0,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Misdemeanor,12,Manatee,1,11/3/2019,White,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Misdemeanor,12,Manatee,1,11/21/2019,White,Female,Misd Obstruct Justice,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Misdemeanor,12,Manatee,1,11/19/2019,White,Female,Misdemeanor Drug,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Misdemeanor,12,Manatee,2,6/29/2020,White,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Misdemeanor,12,Manatee,2,4/16/2020,White,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Misdemeanor,12,Manatee,1,12/17/2019,White,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,12,Manatee,1,1/2/2020,White,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,12,Manatee,2,6/29/2020,White,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,12,Manatee,2,4/2/2020,White,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,12,Manatee,1,3/10/2020,White,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Misdemeanor,12,Manatee,1,10/29/2019,White,Female,Petit Larceny,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Misdemeanor,12,Manatee,2,5/1/2020,White,Female,Misd Obstruct Justice,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Misdemeanor,12,Manatee,1,12/17/2019,White,Female,Misd Obstruct Justice,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,12,Manatee,1,3/11/2020,White,Female,Misdemeanor Drug,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Misdemeanor,12,Manatee,2,6/25/2020,White,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,White Female,Misdemeanor,12,Manatee,1,1/19/2020,White,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,11,All,White Female,Misdemeanor,12,Manatee,1,8/7/2019,White,Female,Trespassing,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Misdemeanor,12,Manatee,1,8/8/2019,White,Female,Petit Larceny,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Misdemeanor,12,Manatee,1,7/30/2019,White,Female,Petit Larceny,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,12,Manatee,1,2/6/2020,White,Female,Petit Larceny,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Misdemeanor,12,Manatee,1,7/19/2019,White,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Other,12,Manatee,1,2/12/2020,White,Female,Prosecution Previously Deferred,Central,Arrests,Intake,1,0,0,0,0,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,White Female,Other,12,Manatee,1,9/19/2019,White,Female,Prosecution Previously Deferred,Central,Arrests,Intake,1,0,1,1,1,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Other,12,Manatee,2,6/8/2020,White,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,0,0,0,0,8549,8549
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Felony,12,Manatee,1,11/20/2019,White,Female,Agg Assault/Battery,Central,Arrests,Intake,2,0,2,2,2,0,8549,17098
